disease type,sex,lhd,financial year,"rate per 100,000 population"
Chronic obstructive pulmonary disease,Females,Mid North Coast,2008/2009,266.2
Chronic obstructive pulmonary disease,Females,Mid North Coast,2009/2010,241.8
Chronic obstructive pulmonary disease,Females,Mid North Coast,2010/2011,264.8
Chronic obstructive pulmonary disease,Females,Mid North Coast,2011/2012,267.9
Chronic obstructive pulmonary disease,Females,Mid North Coast,2012/2013,295.1
Chronic obstructive pulmonary disease,Females,Mid North Coast,2013/2014,273
Chronic obstructive pulmonary disease,Females,Mid North Coast,2014/2015,289.7
Chronic obstructive pulmonary disease,Females,Mid North Coast,2015/2016,292
Chronic obstructive pulmonary disease,Females,Mid North Coast,2016/2017,264.5
Chronic obstructive pulmonary disease,Females,Mid North Coast,2017/2018,289
Chronic obstructive pulmonary disease,Females,Mid North Coast,2018/2019,268.5
Chronic obstructive pulmonary disease,Females,Mid North Coast,2019/2020,272.8
Chronic obstructive pulmonary disease,Females,Mid North Coast,2020/2021,224.3
Chronic obstructive pulmonary disease,Females,Mid North Coast,2021/2022,190
Chronic obstructive pulmonary disease,Females,Southern NSW,2001/2002,237
Chronic obstructive pulmonary disease,Females,Southern NSW,2002/2003,227.6
Chronic obstructive pulmonary disease,Females,Southern NSW,2003/2004,206.3
Chronic obstructive pulmonary disease,Females,Southern NSW,2004/2005,249.5
Chronic obstructive pulmonary disease,Females,Southern NSW,2005/2006,246.6
Chronic obstructive pulmonary disease,Females,Southern NSW,2006/2007,190.2
Chronic obstructive pulmonary disease,Females,Southern NSW,2007/2008,216.1
Chronic obstructive pulmonary disease,Females,Southern NSW,2008/2009,264.9
Chronic obstructive pulmonary disease,Females,Southern NSW,2009/2010,240.5
Chronic obstructive pulmonary disease,Females,Southern NSW,2010/2011,234.9
Chronic obstructive pulmonary disease,Females,Southern NSW,2011/2012,279.6
Chronic obstructive pulmonary disease,Females,Southern NSW,2012/2013,269.5
Chronic obstructive pulmonary disease,Females,Southern NSW,2013/2014,226.1
Chronic obstructive pulmonary disease,Females,Southern NSW,2014/2015,219.1
Chronic obstructive pulmonary disease,Females,Southern NSW,2015/2016,224.7
Chronic obstructive pulmonary disease,Females,Southern NSW,2016/2017,261.3
Chronic obstructive pulmonary disease,Females,Southern NSW,2017/2018,313.5
Chronic obstructive pulmonary disease,Females,Southern NSW,2018/2019,304
Chronic obstructive pulmonary disease,Females,Southern NSW,2019/2020,251
Chronic obstructive pulmonary disease,Females,Southern NSW,2020/2021,156.7
Chronic obstructive pulmonary disease,Females,Southern NSW,2021/2022,140.7
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2001/2002,335.6
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2002/2003,396.5
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2003/2004,428.8
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2004/2005,423.9
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2005/2006,408.8
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2006/2007,343.1
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2007/2008,361.8
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2008/2009,400.7
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2009/2010,371.9
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2010/2011,362.1
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2011/2012,373.1
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2012/2013,370.7
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2013/2014,408.9
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2014/2015,413.6
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2015/2016,363.9
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2016/2017,394.9
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2017/2018,382.3
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2018/2019,381.3
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2019/2020,351.7
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2020/2021,260.4
Chronic obstructive pulmonary disease,Females,Murrumbidgee,2021/2022,252.3
Chronic obstructive pulmonary disease,Females,Western NSW,2001/2002,396.6
Chronic obstructive pulmonary disease,Females,Western NSW,2002/2003,375.7
Chronic obstructive pulmonary disease,Females,Western NSW,2003/2004,422.3
Chronic obstructive pulmonary disease,Females,Western NSW,2004/2005,359.2
Chronic obstructive pulmonary disease,Females,Western NSW,2005/2006,357.7
Chronic obstructive pulmonary disease,Females,Western NSW,2006/2007,329.1
Chronic obstructive pulmonary disease,Females,Western NSW,2007/2008,359.1
Chronic obstructive pulmonary disease,Females,Western NSW,2008/2009,320
Chronic obstructive pulmonary disease,Females,Western NSW,2009/2010,354.3
Chronic obstructive pulmonary disease,Females,Western NSW,2010/2011,357.3
Chronic obstructive pulmonary disease,Females,Western NSW,2011/2012,328.8
Chronic obstructive pulmonary disease,Females,Western NSW,2012/2013,338.7
Chronic obstructive pulmonary disease,Females,Western NSW,2013/2014,358.8
Chronic obstructive pulmonary disease,Females,Western NSW,2014/2015,369
Chronic obstructive pulmonary disease,Females,Western NSW,2015/2016,333
Chronic obstructive pulmonary disease,Females,Western NSW,2016/2017,345.9
Chronic obstructive pulmonary disease,Females,Western NSW,2017/2018,381.7
Chronic obstructive pulmonary disease,Females,Western NSW,2018/2019,347.4
Chronic obstructive pulmonary disease,Females,Western NSW,2019/2020,333
Chronic obstructive pulmonary disease,Females,Western NSW,2020/2021,269.5
Chronic obstructive pulmonary disease,Females,Western NSW,2021/2022,261.5
Chronic obstructive pulmonary disease,Females,Far West,2001/2002,241.6
Chronic obstructive pulmonary disease,Females,Far West,2002/2003,421.1
Chronic obstructive pulmonary disease,Females,Far West,2003/2004,275.5
Chronic obstructive pulmonary disease,Females,Far West,2004/2005,258.2
Chronic obstructive pulmonary disease,Females,Far West,2005/2006,325.1
Chronic obstructive pulmonary disease,Females,Far West,2006/2007,311.2
Chronic obstructive pulmonary disease,Females,Far West,2007/2008,302.8
Chronic obstructive pulmonary disease,Females,Far West,2008/2009,348.4
Chronic obstructive pulmonary disease,Females,Far West,2009/2010,300.5
Chronic obstructive pulmonary disease,Females,Far West,2010/2011,284.3
Chronic obstructive pulmonary disease,Females,Far West,2011/2012,376.8
Chronic obstructive pulmonary disease,Females,Far West,2012/2013,409.2
Chronic obstructive pulmonary disease,Females,Far West,2013/2014,322.5
Chronic obstructive pulmonary disease,Females,Far West,2014/2015,436
Chronic obstructive pulmonary disease,Females,Far West,2015/2016,362.6
Chronic obstructive pulmonary disease,Females,Far West,2016/2017,364.2
Chronic obstructive pulmonary disease,Females,Far West,2017/2018,450.9
Chronic obstructive pulmonary disease,Females,Far West,2018/2019,408
Chronic obstructive pulmonary disease,Females,Far West,2019/2020,413.9
Chronic obstructive pulmonary disease,Females,Far West,2020/2021,242.2
Chronic obstructive pulmonary disease,Females,Far West,2021/2022,191.5
Other respiratory diseases,Males,Sydney,2001/2002,579.7
Other respiratory diseases,Males,Sydney,2002/2003,597.9
Other respiratory diseases,Males,Sydney,2003/2004,587.5
Other respiratory diseases,Males,Sydney,2004/2005,595.6
Other respiratory diseases,Males,Sydney,2005/2006,603.2
Other respiratory diseases,Males,Sydney,2006/2007,570.7
Other respiratory diseases,Males,Sydney,2007/2008,619.5
Other respiratory diseases,Males,Sydney,2008/2009,603.2
Other respiratory diseases,Males,Sydney,2009/2010,615.7
Other respiratory diseases,Males,Sydney,2010/2011,680.5
Other respiratory diseases,Males,Sydney,2011/2012,658.1
Other respiratory diseases,Males,Sydney,2012/2013,634.8
Other respiratory diseases,Males,Sydney,2013/2014,618.9
Other respiratory diseases,Males,Sydney,2014/2015,598.1
Other respiratory diseases,Males,Sydney,2015/2016,644.7
Other respiratory diseases,Males,Sydney,2016/2017,612.8
Other respiratory diseases,Males,Sydney,2017/2018,646.1
Other respiratory diseases,Males,Sydney,2018/2019,624.5
Other respiratory diseases,Males,Sydney,2019/2020,520
Other respiratory diseases,Males,Sydney,2020/2021,612.3
Other respiratory diseases,Males,Sydney,2021/2022,542.1
Other respiratory diseases,Males,South Western Sydney,2001/2002,587.3
Other respiratory diseases,Males,South Western Sydney,2002/2003,548.5
Other respiratory diseases,Males,South Western Sydney,2003/2004,527.2
Other respiratory diseases,Males,South Western Sydney,2004/2005,579.4
Other respiratory diseases,Males,South Western Sydney,2005/2006,634.5
Other respiratory diseases,Males,South Western Sydney,2006/2007,586.4
Other respiratory diseases,Males,South Western Sydney,2007/2008,626.7
Other respiratory diseases,Males,South Western Sydney,2008/2009,648.5
Other respiratory diseases,Males,South Western Sydney,2009/2010,662.8
Other respiratory diseases,Males,South Western Sydney,2010/2011,653.2
Other respiratory diseases,Males,South Western Sydney,2011/2012,661.8
Other respiratory diseases,Males,South Western Sydney,2012/2013,690.3
Other respiratory diseases,Males,South Western Sydney,2013/2014,666.5
Other respiratory diseases,Males,South Western Sydney,2014/2015,680.1
Other respiratory diseases,Males,South Western Sydney,2015/2016,686.9
Other respiratory diseases,Males,South Western Sydney,2016/2017,643.2
Other respiratory diseases,Males,South Western Sydney,2017/2018,687.1
Other respiratory diseases,Males,South Western Sydney,2018/2019,637.5
Other respiratory diseases,Males,South Western Sydney,2019/2020,559.5
Other respiratory diseases,Males,South Western Sydney,2020/2021,722.5
Other respiratory diseases,Males,South Western Sydney,2021/2022,610
Other respiratory diseases,Males,South Eastern Sydney,2001/2002,560.9
Other respiratory diseases,Males,South Eastern Sydney,2002/2003,597.7
Other respiratory diseases,Males,South Eastern Sydney,2003/2004,574.2
Other respiratory diseases,Males,South Eastern Sydney,2004/2005,598.5
Other respiratory diseases,Males,South Eastern Sydney,2005/2006,574.2
Other respiratory diseases,Males,South Eastern Sydney,2006/2007,602.5
Other respiratory diseases,Males,South Eastern Sydney,2007/2008,676.2
Other respiratory diseases,Males,South Eastern Sydney,2008/2009,673.6
Other respiratory diseases,Males,South Eastern Sydney,2009/2010,668.6
Other respiratory diseases,Males,South Eastern Sydney,2010/2011,672.4
Other respiratory diseases,Males,South Eastern Sydney,2011/2012,661.3
Other respiratory diseases,Males,South Eastern Sydney,2012/2013,647.4
Other respiratory diseases,Males,South Eastern Sydney,2013/2014,634.4
Other respiratory diseases,Males,South Eastern Sydney,2014/2015,652.3
Other respiratory diseases,Males,South Eastern Sydney,2015/2016,662.2
Other respiratory diseases,Males,South Eastern Sydney,2016/2017,648.5
Other respiratory diseases,Males,South Eastern Sydney,2017/2018,633.3
Other respiratory diseases,Males,South Eastern Sydney,2018/2019,591
Other respiratory diseases,Males,South Eastern Sydney,2019/2020,511.2
Other respiratory diseases,Males,South Eastern Sydney,2020/2021,667.2
Other respiratory diseases,Males,South Eastern Sydney,2021/2022,610
Other respiratory diseases,Males,Illawarra Shoalhaven,2001/2002,693.9
Other respiratory diseases,Males,Illawarra Shoalhaven,2002/2003,602.7
Other respiratory diseases,Males,Illawarra Shoalhaven,2003/2004,595.7
Other respiratory diseases,Males,Illawarra Shoalhaven,2004/2005,547.1
Other respiratory diseases,Males,Illawarra Shoalhaven,2005/2006,572.6
Other respiratory diseases,Males,Illawarra Shoalhaven,2006/2007,543.4
Other respiratory diseases,Males,Illawarra Shoalhaven,2007/2008,631
Other respiratory diseases,Males,Illawarra Shoalhaven,2008/2009,694
Other respiratory diseases,Males,Illawarra Shoalhaven,2009/2010,671.7
Other respiratory diseases,Males,Illawarra Shoalhaven,2010/2011,756.2
Other respiratory diseases,Males,Illawarra Shoalhaven,2011/2012,740.5
Other respiratory diseases,Males,Illawarra Shoalhaven,2012/2013,758.6
Other respiratory diseases,Males,Illawarra Shoalhaven,2013/2014,674.8
Other respiratory diseases,Males,Illawarra Shoalhaven,2014/2015,768.2
Other respiratory diseases,Males,Illawarra Shoalhaven,2015/2016,744
Other respiratory diseases,Males,Illawarra Shoalhaven,2016/2017,689.1
Other respiratory diseases,Males,Illawarra Shoalhaven,2017/2018,718
Other respiratory diseases,Males,Illawarra Shoalhaven,2018/2019,660.8
Other respiratory diseases,Males,Illawarra Shoalhaven,2019/2020,550.5
Other respiratory diseases,Males,Illawarra Shoalhaven,2020/2021,685.7
Other respiratory diseases,Males,Illawarra Shoalhaven,2021/2022,541.4
Other respiratory diseases,Males,Western Sydney,2001/2002,525.2
Other respiratory diseases,Males,Western Sydney,2002/2003,518.3
Other respiratory diseases,Males,Western Sydney,2003/2004,521
Other respiratory diseases,Males,Western Sydney,2004/2005,492.1
Other respiratory diseases,Males,Western Sydney,2005/2006,474.6
Other respiratory diseases,Males,Western Sydney,2006/2007,493.1
Other respiratory diseases,Males,Western Sydney,2007/2008,490.4
Other respiratory diseases,Males,Western Sydney,2008/2009,516.3
Other respiratory diseases,Males,Western Sydney,2009/2010,545.5
Other respiratory diseases,Males,Western Sydney,2010/2011,543.1
Other respiratory diseases,Males,Western Sydney,2011/2012,557.7
Other respiratory diseases,Males,Western Sydney,2012/2013,592.1
Other respiratory diseases,Males,Western Sydney,2013/2014,606.6
Other respiratory diseases,Males,Western Sydney,2014/2015,628.8
Other respiratory diseases,Males,Western Sydney,2015/2016,624.2
Other respiratory diseases,Males,Western Sydney,2016/2017,623.8
Other respiratory diseases,Males,Western Sydney,2017/2018,624.1
Other respiratory diseases,Males,Western Sydney,2018/2019,619.1
Other respiratory diseases,Males,Western Sydney,2019/2020,555.7
Other respiratory diseases,Males,Western Sydney,2020/2021,650.3
Other respiratory diseases,Males,Western Sydney,2021/2022,618.5
Other respiratory diseases,Males,Nepean Blue Mountains,2001/2002,581.2
Other respiratory diseases,Males,Nepean Blue Mountains,2002/2003,506.9
Other respiratory diseases,Males,Nepean Blue Mountains,2003/2004,471.1
Other respiratory diseases,Males,Nepean Blue Mountains,2004/2005,500.6
Other respiratory diseases,Males,Nepean Blue Mountains,2005/2006,529.7
Other respiratory diseases,Males,Nepean Blue Mountains,2006/2007,500.5
Other respiratory diseases,Males,Nepean Blue Mountains,2007/2008,511
Other respiratory diseases,Males,Nepean Blue Mountains,2008/2009,546.2
Other respiratory diseases,Males,Nepean Blue Mountains,2009/2010,537.6
Other respiratory diseases,Males,Nepean Blue Mountains,2010/2011,622.3
Other respiratory diseases,Males,Nepean Blue Mountains,2011/2012,570
Other respiratory diseases,Males,Nepean Blue Mountains,2012/2013,601.5
Other respiratory diseases,Males,Nepean Blue Mountains,2013/2014,619.5
Other respiratory diseases,Males,Nepean Blue Mountains,2014/2015,633.4
Other respiratory diseases,Males,Nepean Blue Mountains,2015/2016,672.2
Other respiratory diseases,Males,Nepean Blue Mountains,2016/2017,660.5
Other respiratory diseases,Males,Nepean Blue Mountains,2017/2018,677.3
Other respiratory diseases,Males,Nepean Blue Mountains,2018/2019,637.3
Other respiratory diseases,Males,Nepean Blue Mountains,2019/2020,539.4
Other respiratory diseases,Males,Nepean Blue Mountains,2020/2021,646.6
Other respiratory diseases,Males,Nepean Blue Mountains,2021/2022,692
Other respiratory diseases,Males,Northern Sydney,2001/2002,672.7
Other respiratory diseases,Males,Northern Sydney,2002/2003,631.6
