"Acute respiratory infection hospitalisations by Acute respiratory infection, Age (years), Sex and LHD",,,,,,,
Acute respiratory infection,Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Other acute respiratory infection,All ages,Persons,Central Coast LHD,15/16,330.4,311,350.8
Other acute respiratory infection,All ages,Persons,Central Coast LHD,16/17,311.1,292.3,330.7
Other acute respiratory infection,All ages,Persons,Central Coast LHD,17/18,313.5,294.8,333.1
Other acute respiratory infection,All ages,Persons,Central Coast LHD,18/19,342.5,322.8,363.1
Other acute respiratory infection,All ages,Persons,Central Coast LHD,19/20,279.5,261.6,298.3
Other acute respiratory infection,All ages,Persons,Central Coast LHD,20/21,271.9,254,290.7
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,1-Feb,329,316.7,341.7
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,2-Mar,324.1,311.9,336.7
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,3-Apr,322.7,310.5,335.2
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,4-May,305.4,293.5,317.5
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,5-Jun,325.4,313.2,337.9
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,6-Jul,296.4,284.8,308.3
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,7-Aug,346.7,334.3,359.5
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,8-Sep,305.7,294.2,317.6
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,9-Oct,286.7,275.6,298.1
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,10-Nov,302.2,290.8,313.8
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,11-Dec,311.3,299.8,323.1
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,Dec-13,304.6,293.3,316.2
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,13/14,318,306.4,329.9
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,14/15,307.9,296.6,319.6
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,15/16,304.1,292.8,315.7
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,16/17,344.7,332.8,357
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,17/18,327,315.4,338.9
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,18/19,323.7,312.1,335.6
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,19/20,252.4,242.2,263
Other acute respiratory infection,All ages,Persons,Hunter New England LHD,20/21,205.8,196.4,215.5
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,1-Feb,413.4,388.6,439.3
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,2-Mar,413.5,389.1,439
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,3-Apr,424,399.1,450
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,4-May,365.9,342.8,390.1
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,5-Jun,411.4,386.8,437
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,6-Jul,386.6,362.7,411.5
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,7-Aug,452,426.7,478.4
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,8-Sep,466.3,440.7,492.9
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,9-Oct,472.3,446.8,498.9
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,10-Nov,450.6,425.8,476.4
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,11-Dec,415.6,391.9,440.5
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,Dec-13,383.6,360.9,407.4
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,13/14,386.4,363.4,410.6
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,14/15,410.6,386.7,435.6
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,15/16,423.2,398.9,448.6
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,16/17,401.9,378.3,426.6
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,17/18,416.3,391.9,441.7
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,18/19,421,396.3,446.8
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,19/20,325,303.3,347.7
Other acute respiratory infection,All ages,Persons,Northern NSW LHD,20/21,279.3,259.3,300.4
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,1-Feb,420.8,390.9,452.3
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,2-Mar,389.3,360.9,419.2
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,3-Apr,429.2,399.2,460.8
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,4-May,376.6,348.5,406.3
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,5-Jun,342.2,315.4,370.6
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,6-Jul,350.6,323.7,379
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,7-Aug,424.5,394.9,455.7
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,8-Sep,390.2,362.2,419.7
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,9-Oct,361.8,335.3,389.8
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,10-Nov,350.9,325,378.3
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,11-Dec,343.5,318.4,370
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,Dec-13,284.9,262,309.3
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,13/14,337.9,312.7,364.6
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,14/15,300.8,277.1,326
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,15/16,306.2,282.1,331.8
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,16/17,383.6,356.4,412.1
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,17/18,311,286.5,337
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,18/19,361.1,334.5,389.1
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,19/20,266.2,243.5,290.3
Other acute respiratory infection,All ages,Persons,Mid North Coast LHD,20/21,240.6,218.7,264
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,1-Feb,416,385.9,447.8
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,2-Mar,334.9,308.2,363.3
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,3-Apr,352.1,324.7,381.1
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,4-May,347.5,320.3,376.3
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,5-Jun,363.9,336.2,393.2
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,6-Jul,362.7,335.1,391.9
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,7-Aug,325.9,300.1,353.4
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,8-Sep,356.1,329.3,384.5
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,9-Oct,341.7,315.6,369.5
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,10-Nov,357.2,330.7,385.3
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,11-Dec,396.9,369.2,426.1
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,Dec-13,333.7,308.5,360.5
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,13/14,355.9,329.7,383.7
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,14/15,312,287.6,337.9
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,15/16,361.4,334.8,389.6
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,16/17,370.1,343.3,398.4
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,17/18,335.7,310.2,362.7
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,18/19,371.7,344.7,400.2
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,19/20,258.9,236.3,282.9
Other acute respiratory infection,All ages,Persons,Southern NSW LHD,20/21,252.4,230.2,276.2
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,1-Feb,527.3,499.1,556.6
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,2-Mar,492.1,464.8,520.6
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,3-Apr,488.2,460.8,516.8
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,4-May,486.4,458.9,515
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,5-Jun,512,483.7,541.6
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,6-Jul,450.9,424.4,478.5
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,7-Aug,543.8,514.9,573.9
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,8-Sep,506.5,478.6,535.5
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,9-Oct,464.7,438.1,492.4
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,10-Nov,434.6,408.9,461.6
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,11-Dec,497.3,469.7,526.1
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,Dec-13,433.5,408.1,460.2
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,13/14,466.4,439.8,494.1
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,14/15,425.5,400.2,452
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,15/16,469.8,443.1,497.7
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,16/17,563.2,533.9,593.7
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,17/18,553.1,524.2,583.1
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,18/19,624.1,593,656.4
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,19/20,431.3,405.5,458.3
Other acute respiratory infection,All ages,Persons,Murrumbidgee LHD,20/21,361.1,337.2,386.1
Other acute respiratory infection,All ages,Persons,Western NSW LHD,1-Feb,637.3,608.3,667.4
Other acute respiratory infection,All ages,Persons,Western NSW LHD,2-Mar,578.5,550.6,607.4
Other acute respiratory infection,All ages,Persons,Western NSW LHD,3-Apr,619.4,590.4,649.5
Other acute respiratory infection,All ages,Persons,Western NSW LHD,4-May,524.9,498,552.8
Other acute respiratory infection,All ages,Persons,Western NSW LHD,5-Jun,609,580,639.2
Other acute respiratory infection,All ages,Persons,Western NSW LHD,6-Jul,521,494.1,548.9
Other acute respiratory infection,All ages,Persons,Western NSW LHD,7-Aug,617.6,588.5,647.8
Other acute respiratory infection,All ages,Persons,Western NSW LHD,8-Sep,496.3,470.5,523.2
Other acute respiratory infection,All ages,Persons,Western NSW LHD,9-Oct,494.4,468.8,521.1
Other acute respiratory infection,All ages,Persons,Western NSW LHD,10-Nov,480.3,455.1,506.4
Other acute respiratory infection,All ages,Persons,Western NSW LHD,11-Dec,486.6,461.5,512.9
Other acute respiratory infection,All ages,Persons,Western NSW LHD,Dec-13,469.8,445.1,495.5
Other acute respiratory infection,All ages,Persons,Western NSW LHD,13/14,476.9,452.2,502.7
Other acute respiratory infection,All ages,Persons,Western NSW LHD,14/15,457.7,433.5,483
Other acute respiratory infection,All ages,Persons,Western NSW LHD,15/16,462.2,438,487.5
Other acute respiratory infection,All ages,Persons,Western NSW LHD,16/17,536,509.8,563.3
Other acute respiratory infection,All ages,Persons,Western NSW LHD,17/18,528.4,502.2,555.6
Other acute respiratory infection,All ages,Persons,Western NSW LHD,18/19,557,529.8,585.2
Other acute respiratory infection,All ages,Persons,Western NSW LHD,19/20,470.3,445.4,496.3
Other acute respiratory infection,All ages,Persons,Western NSW LHD,20/21,318.7,298,340.4
Other acute respiratory infection,All ages,Persons,All LHDs,1-Feb,272.9,268.9,276.9
Other acute respiratory infection,All ages,Persons,All LHDs,2-Mar,259.6,255.7,263.5
Other acute respiratory infection,All ages,Persons,All LHDs,3-Apr,267.8,263.9,271.8
Other acute respiratory infection,All ages,Persons,All LHDs,4-May,259.2,255.3,263.1
Other acute respiratory infection,All ages,Persons,All LHDs,5-Jun,276.9,273,280.9
Other acute respiratory infection,All ages,Persons,All LHDs,6-Jul,278.8,274.8,282.8
Other acute respiratory infection,All ages,Persons,All LHDs,7-Aug,313.7,309.6,317.9
Other acute respiratory infection,All ages,Persons,All LHDs,8-Sep,293.1,289.1,297.1
Other acute respiratory infection,All ages,Persons,All LHDs,9-Oct,279.5,275.7,283.4
Other acute respiratory infection,All ages,Persons,All LHDs,10-Nov,293.8,289.9,297.8
Other acute respiratory infection,All ages,Persons,All LHDs,11-Dec,306.2,302.2,310.2
Other acute respiratory infection,All ages,Persons,All LHDs,Dec-13,297.4,293.5,301.3
Other acute respiratory infection,All ages,Persons,All LHDs,13/14,309.2,305.3,313.2
Other acute respiratory infection,All ages,Persons,All LHDs,14/15,315.2,311.2,319.2
Other acute respiratory infection,All ages,Persons,All LHDs,15/16,313.3,309.4,317.2
Other acute respiratory infection,All ages,Persons,All LHDs,16/17,334,330,338.1
Other acute respiratory infection,All ages,Persons,All LHDs,17/18,330.4,326.4,334.4
Other acute respiratory infection,All ages,Persons,All LHDs,18/19,357.6,353.5,361.8
Other acute respiratory infection,All ages,Persons,All LHDs,19/20,282.3,278.6,286
Other acute respiratory infection,All ages,Persons,All LHDs,20/21,255,251.4,258.6
All acute respiratory infection,0-4 years,Males,Sydney LHD,1-Feb,"3,121.70","2,844.60","3,418.40"
All acute respiratory infection,0-4 years,Males,Sydney LHD,2-Mar,"2,829.00","2,567.30","3,110.10"
All acute respiratory infection,0-4 years,Males,Sydney LHD,3-Apr,"2,890.60","2,628.30","3,172.10"
All acute respiratory infection,0-4 years,Males,Sydney LHD,4-May,"2,360.90","2,125.80","2,614.80"
All acute respiratory infection,0-4 years,Males,Sydney LHD,5-Jun,"2,408.60","2,172.50","2,663.40"
All acute respiratory infection,0-4 years,Males,Sydney LHD,6-Jul,"2,640.00","2,396.90","2,901.10"
All acute respiratory infection,0-4 years,Males,Sydney LHD,7-Aug,"2,512.00","2,280.90","2,760.10"
All acute respiratory infection,0-4 years,Males,Sydney LHD,8-Sep,"2,575.30","2,345.70","2,821.10"
All acute respiratory infection,0-4 years,Males,Sydney LHD,9-Oct,"2,700.10","2,468.60","2,947.50"
All acute respiratory infection,0-4 years,Males,Sydney LHD,10-Nov,"2,742.90","2,511.60","2,989.90"
All acute respiratory infection,0-4 years,Males,Sydney LHD,11-Dec,"2,695.50","2,468.30","2,937.90"
All acute respiratory infection,0-4 years,Males,Sydney LHD,Dec-13,"2,530.30","2,312.70","2,762.80"
All acute respiratory infection,0-4 years,Males,Sydney LHD,13/14,"2,779.50","2,552.20","3,021.50"
All acute respiratory infection,0-4 years,Males,Sydney LHD,14/15,"2,715.50","2,490.80","2,954.90"
All acute respiratory infection,0-4 years,Males,Sydney LHD,15/16,"2,976.00","2,740.30","3,226.60"
All acute respiratory infection,0-4 years,Males,Sydney LHD,16/17,"2,505.80","2,290.70","2,735.60"
All acute respiratory infection,0-4 years,Males,Sydney LHD,17/18,"3,021.10","2,785.30","3,271.50"
All acute respiratory infection,0-4 years,Males,Sydney LHD,18/19,"2,941.60","2,709.60","3,188.20"
All acute respiratory infection,0-4 years,Males,Sydney LHD,19/20,"2,228.90","2,027.20","2,445.10"
All acute respiratory infection,0-4 years,Males,Sydney LHD,20/21,"2,406.70","2,194.20","2,634.20"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,1-Feb,"3,609.00","3,400.80","3,826.60"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,2-Mar,"3,454.40","3,249.30","3,668.90"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,3-Apr,"3,820.60","3,604.20","4,046.70"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,4-May,"3,440.80","3,235.70","3,655.40"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,5-Jun,"3,403.00","3,200.30","3,615.20"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,6-Jul,"3,614.30","3,406.90","3,831.10"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,7-Aug,"4,441.00","4,211.90","4,679.40"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,8-Sep,"3,789.20","3,578.60","4,009.00"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,9-Oct,"4,079.00","3,861.40","4,305.60"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,10-Nov,"4,218.80","3,998.00","4,448.70"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,11-Dec,"4,889.10","4,651.90","5,135.30"
All acute respiratory infection,0-4 years,Males,South Western Sydney LHD,Dec-13,"4,798.30","4,564.90","5,040.60"
